Metadata_broad_sample,Metadata_pert_iname,Metadata_pert_iname2,Metadata_moa,Metadata_target
BRD-A84389091-001-01-1,,,GABA receptor inverse agonist,
BRD-A85234536-001-04-5,,,Adenosine receptor agonist,
BRD-A85280935-003-01-7,,,Dopamine receptor agonist,
BRD-A85472596-001-01-4,,,Prostanoid receptor antagonist,
BRD-A85587465-001-01-7,,,Serotonin receptor antagonist,
BRD-A87479750-001-01-9,,,Cyclooxygenase inhibitor,
BRD-A87719232-001-02-4,,,Cyclooxygenase inhibitor,
BRD-A88282067-001-02-2,,,Antiarrhythmic,
BRD-A89672324-001-02-2,,,GABA receptor antagonist,
BRD-A90311807-236-01-4,,,Dehydropeptidase inhibitor,
BRD-A91699651-316-04-2,,,Antimalarial,
BRD-A91866971-001-02-2,,,Thromboxane receptor antagonist,
BRD-A92161634-001-02-6,,,Acetylcholine receptor antagonist,
BRD-A92585442-237-01-0,,,Cytochrome P450 inhibitor,
BRD-A92670106-003-03-9,,,Sodium channel blocker,
BRD-A92826379-009-02-6,,,Sodium channel blocker,
BRD-A93000692-001-03-2,,,PPAR receptor agonist,
BRD-A93255169-001-06-9,,,TNF production inhibitor,
BRD-A93659613-051-03-6,,,Opioid receptor agonist,
BRD-A94543220-001-02-3,,,Sterol demethylase inhibitor,
BRD-A94669766-001-02-6,,,Aromatase inhibitor,
BRD-A94709349-001-02-6,,,Muscle relaxant,
BRD-A95696066-003-06-2,,,Norepinephrine reuptake inhibitor,
BRD-A96456596-001-01-4,,,Leukotriene receptor antagonist,
BRD-A96485169-001-02-8,,,Aldose reductase inhibitor,
BRD-A96882008-001-01-3,,,Tachykinin antagonist,
BRD-A97479839-003-04-2,,,Acetylcholine receptor antagonist,
BRD-A98702003-304-02-2,,,11-beta-HSD1 inhibitor,
BRD-K00206590-001-01-2,,,ATP channel activator,
BRD-K01648091-001-04-2,,,Dopamine receptor antagonist,
BRD-K01815685-001-02-3,,,aryl hydrocarbon receptor agonist,
BRD-K01902415-001-03-4,,,PPAR receptor agonist,
BRD-K02404261-001-02-7,,,Adenosine receptor antagonist,
BRD-K02581333-001-01-8,,,Tyrosine phosphatase inhibitor,
BRD-K02607075-333-03-6,,,Acetylcholine receptor antagonist,
BRD-K02637541-001-02-4,,,Cyclooxygenase inhibitor,
BRD-K03384561-001-01-9,,,Angiogenesis inhibitor,
BRD-K03440695-001-02-6,,,Acetylcholine receptor antagonist,
BRD-K03600606-001-02-3,,,Beta secretase inhibitor,
BRD-K03670461-001-02-0,,,EGFR inhibitor,
BRD-K03981224-001-02-9,,,Progestogen hormone,
BRD-K04046242-001-03-6,,,Estrogen receptor agonist,
BRD-K04111260-001-01-9,,,Dopamine receptor antagonist,
BRD-K04170657-001-02-4,,,Ras GTPase inhibitor,
BRD-K04185004-003-03-6,,,Local anesthetic,
BRD-K04430056-001-02-9,,,nitric oxide synthase inhibitor,
BRD-K05181463-001-01-6,,,Dopamine receptor antagonist,
BRD-K05464208-001-01-6,,,p38 MAPK inhibitor,
BRD-K05653692-001-02-5,,,Glucosyltransferase inhibitor,
BRD-K05673000-323-02-8,,,Bacterial cell wall synthesis inhibitor,
BRD-K05901394-001-01-1,,,Dopamine receptor agonist,
BRD-K05906022-001-02-8,,,HIV protease inhibitor,
BRD-K06014311-001-01-2,,,Melatonin receptor antagonist,
BRD-K06024458-001-01-4,,,cannabinoid receptor agonist,
BRD-K06147391-003-01-9,,,Acetylcholine receptor antagonist,
BRD-K06159959-001-01-2,,,Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites,
BRD-K06208435-001-02-9,,,Calcium channel blocker,
BRD-K06221026-001-03-5,,,Cyclooxygenase inhibitor,
BRD-K06467078-001-01-5,,,Adrenergic receptor antagonist,
BRD-K06753942-001-02-0,,,MEK inhibitor,
BRD-K06980535-003-04-4,,,Dopamine receptor antagonist,
BRD-K07117950-001-02-6,,,CDK inhibitor,
BRD-K07212038-001-02-1,,,Mast cell stabilizer,
BRD-K07220430-001-03-6,,,Calcium channel blocker,
BRD-K07325606-001-02-3,,,PKC inhibitor,
BRD-K07888196-001-01-8,,,IGF-1 inhibitor,
BRD-K08132273-001-01-6,,,EGFR inhibitor,
BRD-K08219523-001-01-9,,,Serotonin receptor agonist,
BRD-K08252256-236-04-9,,,Cyclooxygenase inhibitor,
BRD-K08287586-001-03-6,,,DNA synthesis inhibitor,
BRD-K08554278-001-02-4,,,DNA binding agent,
BRD-K08619574-334-03-9,,,Dopamine receptor antagonist,
BRD-K08619838-300-03-2,,,Acetylcholine receptor agonist,
BRD-K08640512-003-01-5,,,Adrenergic receptor antagonist,
BRD-K08806317-050-03-6,,,Adrenergic receptor antagonist,
BRD-K08890269-001-01-5,,,Sodium channel blocker,
BRD-K08973992-001-01-3,,,Oxidative stress inducer,
BRD-K09397065-001-01-6,,,Serotonin receptor agonist,
BRD-K09635134-001-02-4,,,negative control for D-erythro-MAPP,
BRD-K09635314-001-01-8,,,phospholipase activator,
BRD-K09668667-001-02-0,,,Carcinogen,
BRD-K09764130-001-02-6,,,Cannabinoid receptor agonist,
BRD-K10177585-003-01-6,,,Adenosine receptor antagonist,
BRD-K10670311-001-04-9,,,Antirheumatic,
BRD-K10705233-001-01-4,,,Cannabinoid receptor agonist,
BRD-K10843433-001-02-9,,,Cyclooxygenase inhibitor,
BRD-K10974103-001-03-9,,,Protein synthesis inhibitor,
BRD-K10995081-001-05-5,,,Dopamine receptor antagonist,
BRD-K11129031-001-04-4,,,Lipoprotein lipase activator,
BRD-K11163873-001-02-8,,,PARP inhibitor,
BRD-K11373525-003-01-3,,,Angiotensin receptor antagonist,
BRD-K11696279-003-01-5,,,Imidazoline receptor agonist,
BRD-K12102668-001-04-0,,,Monoamine oxidase inhibitor,
BRD-K12120659-305-01-4,,,Integrin antagonist,
BRD-K12219985-001-04-8,,,Sulfonylurea,
BRD-K12244279-001-01-7,,,MEK inhibitor,
BRD-K12932420-001-01-5,,,Phosphodiesterase inhibitor,
BRD-K12994359-001-02-8,,,Cyclooxygenase inhibitor,
BRD-K13261168-001-01-4,,,Dopamine receptor agonist,
BRD-K13571841-001-03-7,,,Aspartic protease inhibitor,
BRD-K13819402-003-02-9,,,Acetylcholinesterase inhibitor,
BRD-K14200658-001-02-6,,,Vesicular monoamine transporter inhibitor,
BRD-K14221570-236-01-1,,,HIV entry inhibitor,
BRD-K14441456-001-01-2,,,EGFR inhibitor,
BRD-K14618467-003-01-8,,,IKK inhibitor,
BRD-K14888893-001-02-3,,,KATP activator,
BRD-K14965640-001-03-3,,,Cyclooxygenase inhibitor,
BRD-K14993104-001-03-4,,,Chemoreceptor agonist,
BRD-K15196155-001-01-5,,,Hydroxycarboxylic acid receptor agonist,
BRD-K15601958-001-01-3,,,Lysophospholipid receptor agonist,
BRD-K15868788-001-01-4,,,Serotonin receptor antagonist,
BRD-K16195444-001-01-7,,,Adrenergic receptor agonist,
BRD-K16977723-001-01-0,,,EGFR inhibitor,
BRD-K17140735-300-01-6,,,Proteasome inhibitor,
BRD-K17378184-300-03-4,,,Dopamine receptor agonist,
BRD-K17674993-001-03-1,,,Corticosteroid agonist,
BRD-K40965114-001-01-2,,,Adrenergic receptor antagonist,
BRD-K41445866-001-03-0,,,Chloride channel agonist,
BRD-K41707108-001-02-3,,,Phosphoenolpyruvate carboxylase activator,
BRD-K41996876-001-05-5,,,EGFR inhibitor,
BRD-K43149758-001-04-5,,,Androgen receptor agonist,
BRD-K43290182-001-01-9,,,Serotonin receptor antagonist,
BRD-K43468059-001-02-9,,,Mycotoxin,
BRD-K44876623-001-01-1,,,Benzodiazepine receptor agonist,
BRD-K44899736-003-02-1,,,Monoamine oxidase inhibitor,
BRD-K45033733-001-02-3,,,DNA polymerase inhibitor,
BRD-K45068323-003-01-3,,,Calmodulin antagonist,
BRD-K45296539-003-01-0,,,Adrenergic receptor agonist,
BRD-K45401373-001-05-0,,,Apoptosis stimulant,
BRD-K45435259-001-01-6,,,Dopamine receptor antagonist,
BRD-K45479396-001-01-8,,,Serotonin receptor agonist,
BRD-K45542189-048-04-9,,,Lipoxygenase inhibitor,
BRD-K45861246-001-04-3,,,Dopamine receptor antagonist,
BRD-K46018455-001-06-0,,,PPAR receptor agonist,
BRD-K46211610-003-05-1,,,Adrenergic receptor antagonist,
BRD-K46317332-003-04-6,,,Nitric oxide synthase inhibitor,
BRD-K46384212-001-01-1,,,phospholipase activator,
BRD-K46424862-001-04-2,,,Monoamine oxidase inhibitor,
BRD-K46435977-003-01-2,,,DNA polymerase inhibitor,
BRD-K46556543-237-03-0,,,Mineralocorticoid receptor antagonist,
BRD-K46766488-003-01-2,,,Serotonin receptor agonist,
BRD-K46937689-001-05-1,,,Cyclooxygenase inhibitor,
BRD-K47192521-001-02-1,,,Platelet aggregation inhibitor,
BRD-K47207162-312-02-2,,,Serotonin reuptake inhibitor,
BRD-K47278471-003-04-0,,,Histamine receptor antagonist,
BRD-K47323024-003-04-6,,,Histamine receptor antagonist,
BRD-K47631482-003-02-1,,,Mucolytic agent,
BRD-K47639036-003-03-3,,,Acetylcholine receptor antagonist,
BRD-K47693913-001-02-4,,,Furoquinoline alkaloid,
BRD-K47717570-304-01-5,,,Glutamate receptor antagonist,
BRD-K47943470-001-02-8,,,EGFR inhibitor,
BRD-K48168960-001-05-1,,,Thyroid peroxidase inhibitor,
BRD-K48300629-001-03-8,,,Sodium channel blocker,
BRD-K48692744-001-01-2,,,PARP inhibitor,
BRD-K49027941-237-01-1,,,Adenosine receptor antagonist,
BRD-K49111258-001-02-8,,,Adrenergic receptor antagonist,
BRD-K49448285-001-01-3,,,CDK inhibitor,
BRD-K49481516-004-03-5,,,Acetylcholinesterase inhibitor,
BRD-K49519092-303-01-4,,,Histamine receptor agonist,
BRD-K49671696-001-02-1,,,Serotonin receptor antagonist,
BRD-K49890030-236-01-6,,,Glutamate receptor antagonist,
BRD-K49945136-001-03-5,,,Serotonin receptor antagonist,
BRD-K50018155-003-01-3,,,Serotonin receptor partial agonist,
BRD-K50214219-001-02-4,,,PARP inhibitor,
BRD-K50398167-236-02-9,,,Cyclooxygenase inhibitor,
BRD-K50417881-003-05-9,,,Dopamine receptor antagonist,
BRD-K50422030-001-01-2,,,GABA receptor antagonist,
BRD-K50660797-001-02-8,,,Bacterial DNA gyrase inhibitor,
BRD-K51541829-001-01-3,,,Ionotropic glutamate receptor antagonist,
BRD-K51671335-001-01-5,,,Dopamine receptor antagonist,
BRD-K52020312-001-04-5,,,DNA inhibitor,
BRD-K52219182-001-01-6,,,Phosphodiesterase inhibitor,
BRD-K52459643-001-10-2,,,Prostanoid receptor agonist,
BRD-K52512893-001-03-0,,,Prostanoid receptor antagonist,
BRD-K52930707-001-04-8,,,ACE inhibitor,
BRD-K53123955-001-03-0,,,Phosphofructokinase inhibitor,
BRD-K53318339-001-04-1,,,Phosphodiesterase inhibitor,
BRD-K53545112-304-01-6,,,Glutamate receptor antagonist,
BRD-K53737926-003-04-7,,,Norepinephrine inhibitor,
BRD-K53857191-001-04-5,,,Dopamine receptor antagonist,
BRD-K54142781-001-02-1,,,Adrenergic receptor agonist,
BRD-K54529596-001-04-0,,,ACE inhibitor,
BRD-K54665485-001-01-2,,,Diacylglycerol kinase inhibitor,
BRD-K54708045-001-01-3,,,PPAR receptor agonist,
BRD-K54759182-003-02-3,,,Norepinephrine reuptake inhibitor,
BRD-K54771420-001-03-2,,,Cholesterol inhibitor,
BRD-K54790157-001-03-1,,,DNA synthesis inhibitor,
BRD-K55191674-236-03-7,,,Penicillin binding protein inhibitor,
BRD-K55344148-003-01-8,,,Imidazoline receptor ligand,
BRD-K55424922-001-01-4,,,Serotonin receptor agonist,
BRD-K55430733-003-01-6,,,Serotonin receptor agonist,
BRD-K55930204-001-02-7,,,Hydantoin antiepileptic,
BRD-K56047318-001-02-2,,,Triacylglycerol lipase inhibitor,
BRD-K56115039-003-01-3,,,Imidazoline receptor ligand,
BRD-K56403959-300-01-9,,,CC chemokine receptor ligand,
BRD-K56509348-003-01-3,,,Endothelin receptor antagonist,
BRD-K56558538-003-02-8,,,Sodium channel blocker,
BRD-K56596464-004-02-4,,,Sodium channel blocker,
BRD-K57033106-048-02-8,,,Histamine receptor antagonist,
BRD-K57179821-001-04-8,,,Antipruritic,
BRD-K57304726-003-03-6,,,Sigma receptor agonist,
BRD-K57569181-001-04-4,,,Phosphodiesterase inhibitor,
BRD-K57718010-001-06-9,,,GABA receptor antagonist,
BRD-K57926513-001-02-9,,,PDGFR receptor inhibitor,
BRD-K59469039-001-04-9,,,Angiogenesis inhibitor,
BRD-K60060639-005-01-4,,,antiarrhythmic medication,
BRD-A68039575-001-02-5,,,Aromatase inhibitor,
BRD-K14536225-001-02-7,,,Glucosidase inhibitor,
BRD-K41160163-001-01-9,,,Glutamate receptor antagonist,
BRD-K61269089-001-01-4,,,Protein kinase inhibitor,
BRD-K61737877-001-01-6,,,VEGFR inhibitor,
BRD-K62056274-001-01-9,,,Serotonin receptor agonist,
BRD-K62289640-003-01-9,,,Cannabinoid receptor agonist,
BRD-K62929068-001-01-7,,,Purinergic receptor activator,
BRD-K63089472-001-02-7,,,Inhibitor of methyl esterification of farnesylated proteins,
BRD-K63151507-001-01-6,,,Lymphocyte inhibitor,
BRD-K63165456-001-03-3,,,Adrenergic receptor agonist,
BRD-K63430059-001-03-2,,,DNA synthesis inhibitor,
BRD-K63516691-001-01-6,,,Phosphodiesterase inhibitor,
BRD-K63784565-001-02-1,,,Topoisomerase inhibitor,
BRD-K63945320-001-02-4,,,Phospholipase inhibitor,
BRD-K63979671-001-03-6,,,Compound used in hepatobiliary scans of the liver,
BRD-K64044582-001-02-8,,,ACAT inhibitor,
BRD-K64157027-003-01-9,,,Adrenergic receptor agonist,
BRD-K64245000-001-01-7,,,FXR agonist,
BRD-K64402243-001-01-1,,,Caspase inhibitor,
BRD-K64994968-001-03-6,,,Progesterone receptor agonist,
BRD-K65146499-001-04-8,,,Cyclooxygenase inhibitor,
BRD-K65417056-003-03-6,,,Local anesthetic,
BRD-K65786282-001-02-6,,,GABA receptor modulator,
BRD-K66093087-001-01-5,,,Benzodiazepine receptor agonist,
BRD-K66206289-003-03-1,,,Acetylcholine receptor antagonist,
BRD-K66707493-001-02-6,,,Coloring agent,
BRD-K66782112-001-01-2,,,Histamine receptor antagonist,
BRD-K66944906-001-02-6,,,Carbonic anhydrase inhibitor,
BRD-K67017579-001-13-3,,,Phosphodiesterase inhibitor,
BRD-K67102207-236-01-0,,,HDAC inhibitor,
BRD-K67261995-001-03-4,,,Contrast agent,
BRD-K67352070-364-01-5,,,Acetylcholine receptor agonist,
BRD-K67445247-001-01-3,,,Urease inhibitor,
BRD-K67680372-003-01-8,,,GAT inhibitor,
BRD-K67783091-001-05-5,,,Dopamine receptor antagonist,
BRD-K68095457-001-04-4,,,Cannabinoid receptor agonist,
BRD-K68190965-001-01-4,,,Serotonin receptor agonist,
BRD-K68246049-001-01-4,,,Retinoid receptor agonist,
BRD-K68264559-001-07-6,,,Adrenergic receptor agonist,
BRD-K68392338-003-01-2,,,Benzodiazepine receptor antagonist,
BRD-K68558722-001-02-4,,,Cyclooxygenase inhibitor,
BRD-K69032158-001-02-2,,,Dipeptidyl peptidase inhibitor,
BRD-K69195780-001-01-5,,,Serotonin receptor agonist,
BRD-K69556541-001-02-6,,,Calcium channel blocker,
BRD-K69763916-001-01-7,,,Glutamate receptor antagonist,
BRD-K69837166-003-01-2,,,Nociceptin/orphanin FQ (NOP) receptor antagonist,
BRD-K70241288-001-01-1,,,Growth hormone releasing peptide ligand agonist,
BRD-K70281171-001-01-7,,,Dopamine receptor antagonist,
BRD-K70330367-001-02-4,,,Glutamate receptor antagonist,
BRD-K70881766-001-02-3,,,Acetylcholinesterase inhibitor,
BRD-K70976396-236-04-7,,,Bacterial cell wall synthesis inhibitor,
BRD-K71003802-001-02-9,,,Plant alkaloid,
BRD-K71499074-001-03-8,,,Carbonic anhydrase inhibitor,
BRD-K71534238-001-03-5,,,Free fatty acid receptor agonist,
BRD-K71731651-001-01-9,,,Acetylcholine receptor agonist,
BRD-K71799949-001-04-2,,,Carboxamide antiepileptic,
BRD-K72222507-003-02-8,,,ACE inhibitor,
BRD-K72903603-001-03-8,,,Reverse transcriptase inhibitor,
BRD-K73109821-001-05-2,,,Potassium channel activator,
BRD-K73391359-003-03-7,,,Local anesthetic,
BRD-K73589401-001-03-8,,,mineralocorticoid receptor agonist,
BRD-K74112339-001-02-7,,,Urease inhibitor,
BRD-K74141488-003-03-9,,,Fungal squalene epoxidase inhibitor,
BRD-K74195153-050-03-0,,,Phosphodiesterase inhibitor,
BRD-K74212935-001-03-1,,,Dopamine agonist,
BRD-K74765201-001-01-9,,,Leukotriene receptor antagonist,
BRD-K74913225-001-03-3,,,Carbonic anhydrase inhibitor,
BRD-K75615183-001-01-7,,,Adrenergic receptor agonist,
BRD-K75641298-001-01-5,,,Dopamine receptor antagonist,
BRD-K76133116-001-01-2,,,Membrane integrity inhibitor,
BRD-K76274772-001-02-7,,,Ceramidase inhibitor,
BRD-K76587808-001-02-0,,,Antioxidant,
BRD-K76775527-001-06-2,,,Cyclooxygenase inhibitor,
BRD-K76872913-001-02-8,,,Aromatic hydrocarbon derivative,
